iter	Passed	Remaining
1665	134721	67441
1666	134786	67353
1667	134849	67263
1668	134939	67186
1669	135005	67098
1670	135076	67012
1671	135171	66939
1672	135236	66850
1673	135302	66762
1674	135391	66685
1675	135454	66595
1676	135519	66507
1677	135606	66429
1678	135669	66340
1679	135734	66251
1680	135825	66175
1681	135891	66087
1682	135959	66000
1683	136051	65924
1684	136118	65837
1685	136187	65751
1686	136285	65678
1687	136353	65591
1688	136425	65506
1689	136688	65513
1690	136895	65492
1691	137006	65426
1692	137157	65378
1693	137242	65299
1694	137317	65215
1695	137428	65148
1696	137497	65062
1697	137565	64975
1698	137657	64899
1699	137723	64811
1700	137792	64724
1701	137885	64648
1702	137953	64562
1703	138020	64474
1704	138114	64399
1705	138181	64311
1706	138247	64223
1707	138335	64146
1708	138413	64063
1709	138478	63975
1710	138564	63896
1711	138628	63807
1712	138692	63719
1713	138783	63643
1714	138847	63554
1715	138917	63468
1716	139013	63394
1717	139083	63308
1718	139151	63221
1719	139241	63144
1720	139307	63056
1721	139373	62968
1722	139461	62891
1723	139524	62802
1724	139588	62713
1725	139673	62634
1726	139740	62547
1727	139805	62459
1728	139897	62383
1729	139961	62294
1730	140027	62207
1731	140119	62131
1732	140184	62043
1733	140259	61960
1734	140360	61888
1735	140436	61804
1736	140516	61723
1737	140620	61652
1738	140707	61574
1739	140783	61491
1740	140880	61417
1741	140945	61330
1742	141011	61242
1743	141107	61167
1744	141198	61091
1745	141263	61003
1746	141349	60925
1747	141411	60836
1748	141475	60748
1749	141563	60669
1750	141626	60581
1751	141687	60492
1752	141778	60415
1753	141841	60327
1754	141910	60241
1755	142000	60164
1756	142064	60076
1757	142129	59988
1758	142219	59911
1759	142283	59823
1760	142346	59735
1761	142434	59657
1762	142499	59570
1763	142562	59482
1764	142651	59404
1765	142720	59318
1766	142785	59231
1767	142878	59155
1768	142945	59069
1769	143012	58982
1770	143107	58907
1771	143175	58821
1772	143243	58735
1773	143337	58660
1774	143407	58574
1775	143475	58488
1776	143567	58412
1777	143635	58326
1778	143701	58239
1779	143797	58165
1780	143869	58080
1781	143937	57995
1782	144030	57919
1783	144096	57832
1784	144161	57745
1785	144247	57666
1786	144311	57579
1787	144380	57493
1788	144465	57414
1789	144531	57328
1790	144596	57241
1791	144689	57165
1792	144755	57078
1793	144825	56993
1794	144923	56919
1795	144991	56834
1796	145056	56747
1797	145147	56670
1798	145212	56583
1799	145277	56496
1800	145365	56418
1801	145430	56332
1802	145492	56244
1803	145580	56166
1804	145642	56078
1805	145706	55991
1806	145798	55914
1807	145866	55829
1808	145931	55742
1809	146028	55668
1810	146094	55581
1811	146157	55494
1812	146245	55416
1813	146308	55329
1814	146372	55242
1815	146459	55164
1816	146528	55079
1817	146593	54992
1818	146685	54916
1819	146752	54830
1820	146815	54743
1821	146908	54667
1822	146974	54581
1823	147041	54495
1824	147134	54419
1825	147198	54332
1826	147263	54246
1827	147350	54168
1828	147414	54081
1829	147478	53994
1830	147563	53915
1831	147627	53829
1832	147690	53742
1833	147780	53665
1834	147844	53578
1835	147909	53492
1836	148000	53415
1837	148066	53329
1838	148131	53243
1839	148218	53165
1840	148283	53079
1841	148347	52992
1842	148439	52916
1843	148505	52830
1844	148581	52748
1845	148673	52671
1846	148739	52586
1847	148801	52499
1848	148893	52422
1849	148959	52337
1850	149025	52251
1851	149117	52175
1852	149183	52089
1853	149247	52003
1854	149331	51923
1855	149394	51837
1856	149458	51751
1857	149546	51673
1858	149609	51586
1859	149672	51500
1860	149760	51422
1861	149825	51336
1862	149893	51251
1863	149988	51176
1864	150054	51090
1865	150118	51004
1866	150204	50926
1867	150267	50840
1868	150330	50753
1869	150418	50675
1870	150482	50589
1871	150546	50503
1872	150636	50426
1873	150699	50340
1874	150764	50254
1875	150856	50178
1876	150935	50097
1877	151002	50012
1878	151098	49937
1879	151166	49852
1880	151231	49767
1881	151319	49689
1882	151381	49603
1883	151448	49518
1884	151677	49486
1885	151890	49448
1886	152032	49388
1887	152178	49329
1888	152256	49247
1889	152330	49164
1890	152420	49087
1891	152497	49005
1892	152562	48920
1893	152657	48843
1894	152727	48760
1895	152795	48675
1896	152887	48598
1897	152953	48513
1898	153017	48427
1899	153105	48348
1900	153169	48263
1901	153234	48177
1902	153329	48101
1903	153397	48017
1904	153479	47937
1905	153582	47863
1906	153660	47782
1907	153735	47699
1908	153839	47626
1909	153925	47547
1910	154003	47466
1911	154100	47390
1912	154166	47305
1913	154234	47221
1914	154333	47146
1915	154397	47060
1916	154462	46975
1917	154549	46896
1918	154612	46810
1919	154677	46725
1920	154766	46647
1921	154833	46562
1922	154899	46477
1923	154997	46402
1924	155061	46317
1925	155125	46231
1926	155212	46152
1927	155274	46066
1928	155337	45981
1929	155426	45903
1930	155490	45817
1931	155552	45731
1932	155642	45654
1933	155705	45568
1934	155771	45483
1935	155863	45406
1936	155930	45322
1937	155997	45237
1938	156088	45160
1939	156156	45075
1940	156219	44990
1941	156306	44912
1942	156368	44826
1943	156432	44740
1944	156520	44662
1945	156585	44577
1946	156649	44492
1947	156736	44414
1948	156804	44330
1949	156871	44245
1950	156964	44168
1951	157030	44084
1952	157094	43999
1953	157183	43921
1954	157245	43835
1955	157311	43751
1956	157396	43672
1957	157459	43586
1958	157522	43501
1959	157611	43423
1960	157675	43338
1961	157741	43254
1962	157834	43177
1963	157901	43093
1964	157968	43009
1965	158060	42931
1966	158126	42847
1967	158190	42762
1968	158277	42684
1969	158341	42599
1970	158403	42514
1971	158493	42436
1972	158556	42351
1973	158618	42266
1974	158709	42188
1975	158771	42103
1976	158839	42019
1977	158931	41942
1978	158996	41858
1979	159061	41773
1980	159152	41696
1981	159216	41611
1982	159279	41526
1983	159367	41448
1984	159432	41364
1985	159497	41279
1986	159596	41204
1987	159661	41119
1988	159725	41035
1989	159811	40956
1990	159877	40872
1991	159944	40789
1992	160036	40711
1993	160100	40627
1994	160162	40542
1995	160249	40463
1996	160313	40379
1997	160377	40295
1998	160463	40216
1999	160525	40131
2000	160587	40046
2001	160676	39968
2002	160741	39884
2003	160803	39799
2004	160894	39722
2005	160960	39638
2006	161027	39554
2007	161119	39477
2008	161181	39392
2009	161246	39308
2010	161330	39229
2011	161397	39146
2012	161460	39061
2013	161547	38983
2014	161615	38899
2015	161678	38815
2016	161765	38737
2017	161831	38653
2018	161897	38569
2019	161990	38492
2020	162055	38409
2021	162120	38325
2022	162206	38246
2023	162271	38162
2024	162335	38078
2025	162423	38000
2026	162486	37916
2027	162551	37832
2028	162640	37754
2029	162704	37670
2030	162767	37586
2031	162859	37508
2032	162927	37426
2033	162991	37342
2034	163087	37265
2035	163151	37181
2036	163215	37097
2037	163302	37019
2038	163365	36935
2039	163429	36851
2040	163519	36773
2041	163583	36690
2042	163646	36606
2043	163736	36528
2044	163800	36444
2045	163866	36361
2046	163959	36284
2047	164026	36201
2048	164091	36117
2049	164179	36039
2050	164248	35956
2051	164310	35872
2052	164400	35794
2053	164465	35711
2054	164529	35627
2055	164617	35549
2056	164680	35465
2057	164745	35382
2058	164835	35304
2059	164898	35221
2060	164964	35138
2061	165055	35060
2062	165120	34976
2063	165184	34893
2064	165272	34815
2065	165336	34731
2066	165399	34648
2067	165495	34571
2068	165558	34487
2069	165620	34404
2070	165712	34326
2071	165775	34243
2072	165844	34160
2073	165938	34083
2074	166004	34000
2075	166067	33917
2076	166156	33839
2077	166224	33756
2078	166287	33673
2079	166380	33596
2080	166445	33513
2081	166827	33493
2082	166990	33430
2083	167141	33364
2084	167230	33285
2085	167328	33208
2086	167392	33125
2087	167457	33042
2088	167565	32967
2089	167632	32884
2090	167698	32801
2091	167789	32723
2092	167861	32641
2093	167928	32559
2094	168015	32480
2095	168092	32399
2096	168154	32315
2097	168242	32237
2098	168306	32153
2099	168369	32070
2100	168467	31993
2101	168533	31910
2102	168597	31827
2103	168687	31749
2104	168758	31667
2105	168833	31586
2106	168943	31511
2107	169019	31430
2108	169095	31349
2109	169216	31276
2110	169294	31196
2111	169368	31115
2112	169455	31036
2113	169518	30952
2114	169583	30869
2115	169673	30791
2116	169735	30707
2117	169800	30625
2118	169893	30547
2119	169939	30460
2120	170006	30378
2121	170094	30299
2122	170158	30216
2123	170221	30133
2124	170307	30054
2125	170367	29970
2126	170431	29887
2127	170521	29809
2128	170584	29726
2129	170645	29642
2130	170733	29563
2131	170798	29481
2132	170863	29398
2133	170958	29320
2134	171020	29237
2135	171085	29155
2136	171183	29077
2137	171246	28994
2138	171310	28912
2139	171398	28833
2140	171465	28751
2141	171541	28670
2142	171629	28591
2143	171694	28509
2144	171761	28426
2145	171853	28348
2146	171921	28266
2147	171986	28184
2148	172078	28105
2149	172143	28023
2150	172210	27941
2151	172296	27862
2152	172360	27779
2153	172424	27696
2154	172516	27618
2155	172579	27535
2156	172640	27452
2157	172730	27374
2158	172793	27291
2159	172858	27209
2160	172950	27131
2161	173016	27048
2162	173081	26966
2163	173167	26887
2164	173230	26804
2165	173298	26722
2166	173386	26644
2167	173449	26561
2168	173526	26481
2169	173614	26402
2170	173679	26319
2171	173742	26237
2172	173834	26159
2173	173901	26077
2174	173967	25995
2175	174058	25916
2176	174125	25834
2177	174189	25752
2178	174276	25673
2179	174340	25591
2180	174401	25508
2181	174493	25430
2182	174558	25348
2183	174624	25266
2184	174714	25187
2185	174779	25105
2186	174845	25023
2187	174941	24945
2188	175008	24864
2189	175071	24781
2190	175156	24702
2191	175220	24620
2192	175282	24537
2193	175369	24459
2194	175432	24376
2195	175495	24294
2196	175583	24215
2197	175644	24133
2198	175709	24051
2199	175799	23972
2200	175864	23890
2201	175927	23808
2202	176019	23730
2203	176085	23648
2204	176147	23566
2205	176235	23487
2206	176298	23405
2207	176363	23323
2208	176464	23246
2209	176526	23164
2210	176589	23081
2211	176682	23003
2212	176746	22921
2213	176813	22840
2214	176908	22762
2215	176973	22680
2216	177038	22598
2217	177124	22519
2218	177189	22438
2219	177251	22356
2220	177339	22277
2221	177403	22195
2222	177464	22113
2223	177554	22034
2224	177620	21953
2225	177688	21871
2226	177783	21793
2227	177852	21712
2228	177915	21630
2229	178004	21552
2230	178067	21470
2231	178131	21388
2232	178226	21310
2233	178310	21231
2234	178388	21151
2235	178479	21072
2236	178542	20990
2237	178605	20909
2238	178694	20830
2239	178758	20748
2240	178823	20667
2241	178916	20588
2242	178984	20507
2243	179047	20426
2244	179134	20347
2245	179197	20265
2246	179261	20183
2247	179347	20104
2248	179409	20023
2249	179473	19941
2250	179562	19862
2251	179628	19781
2252	179692	19699
2253	179784	19621
2254	179851	19540
2255	179916	19459
2256	180014	19381
2257	180088	19300
2258	180151	19219
2259	180237	19140
2260	180300	19058
2261	180364	18977
2262	180448	18898
2263	180539	18819
2264	180604	18738
2265	180694	18659
2266	180759	18578
2267	180824	18497
2268	180922	18419
2269	180989	18338
2270	181053	18256
2271	181147	18178
2272	181214	18097
2273	181278	18016
2274	181364	17937
2275	181428	17855
2276	181743	17799
2277	181914	17728
2278	182022	17651
2279	182123	17573
2280	182237	17496
2281	182309	17416
2282	182373	17334
2283	182485	17257
2284	182568	17178
2285	182644	17097
2286	182749	17020
2287	182830	16940
2288	182922	16861
2289	183032	16784
2290	183097	16703
2291	183159	16621
2292	183245	16542
2293	183308	16461
2294	183375	16379
2295	183463	16300
2296	183526	16219
2297	183589	16137
2298	183677	16058
2299	183744	15977
2300	183810	15896
2301	183902	15817
2302	183968	15736
2303	184031	15655
2304	184117	15576
2305	184179	15494
2306	184244	15413
2307	184331	15334
2308	184395	15253
2309	184459	15171
2310	184547	15092
2311	184615	15011
2312	184678	14930
2313	184765	14851
2314	184830	14770
2315	184895	14689
2316	184988	14610
2317	185050	14529
2318	185113	14448
2319	185198	14368
2320	185261	14287
2321	185323	14206
2322	185411	14127
2323	185473	14046
2324	185535	13965
2325	185633	13886
2326	185697	13805
2327	185760	13724
2328	185852	13645
2329	185917	13564
2330	185980	13483
2331	186071	13404
2332	186139	13324
2333	186206	13243
2334	186296	13164
2335	186367	13084
2336	186431	13003
2337	186516	12923
2338	186580	12842
2339	186644	12762
2340	186734	12682
2341	186799	12602
2342	186871	12521
2343	186965	12443
2344	187027	12362
2345	187092	12281
2346	187178	12202
2347	187242	12121
2348	187306	12040
2349	187391	11961
2350	187455	11880
2351	187518	11799
2352	187607	11720
2353	187673	11639
2354	187737	11559
2355	187831	11480
2356	187894	11399
2357	187961	11319
2358	188056	11240
2359	188121	11159
2360	188185	11079
2361	188273	10999
2362	188338	10919
2363	188403	10838
2364	188493	10759
2365	188559	10679
2366	188623	10598
2367	188713	10519
2368	188779	10439
2369	188845	10358
2370	188938	10279
2371	189006	10199
2372	189072	10118
2373	189161	10039
2374	189227	9959
2375	189292	9878
2376	189379	9799
2377	189445	9719
2378	189510	9638
2379	189599	9559
2380	189663	9479
2381	189731	9398
2382	189825	9319
2383	189898	9240
2384	189965	9159
2385	190059	9080
2386	190133	9000
2387	190212	8921
2388	190300	8841
2389	190363	8761
2390	190429	8681
2391	190516	8601
2392	190580	8521
2393	190651	8441
2394	190739	8362
2395	190806	8282
2396	190873	8201
2397	190971	8123
2398	191047	8043
2399	191111	7962
2400	191198	7883
2401	191263	7803
2402	191329	7723
2403	191423	7644
2404	191488	7563
2405	191552	7483
2406	191656	7405
2407	191739	7325
2408	191808	7245
2409	191900	7166
2410	191967	7086
2411	192035	7006
2412	192130	6927
2413	192197	6847
2414	192264	6767
2415	192354	6687
2416	192417	6607
2417	192498	6528
2418	192597	6449
2419	192660	6368
2420	192728	6288
2421	192821	6209
2422	192890	6129
2423	192959	6049
2424	193052	5970
2425	193119	5890
2426	193183	5810
2427	193277	5731
2428	193341	5651
2429	193417	5571
2430	193507	5492
2431	193572	5412
2432	193637	5332
2433	193729	5253
2434	193810	5173
2435	193879	5093
2436	193973	5014
2437	194050	4934
2438	194114	4854
2439	194204	4775
2440	194269	4695
2441	194334	4615
2442	194433	4536
2443	194501	4456
2444	194565	4376
2445	194655	4297
2446	194720	4217
2447	194784	4137
2448	194878	4058
2449	194946	3978
2450	195012	3898
2451	195101	3819
2452	195167	3739
2453	195232	3659
2454	195322	3580
2455	195387	3500
2456	195452	3420
2457	195541	3341
2458	195606	3261
2459	195674	3181
2460	195764	3102
2461	195831	3022
2462	195899	2942
2463	195989	2863
2464	196063	2783
2465	196137	2704
2466	196227	2624
2467	196292	2545
2468	196357	2465
2469	196801	2390
2470	196919	2311
2471	197039	2231
2472	197170	2152
2473	197239	2072
2474	197307	1993
2475	197396	1913
2476	197485	1833
2477	197553	1753
2478	197646	1674
2479	197711	1594
2480	197782	1514
2481	197873	1435
2482	197942	1355
2483	198011	1275
2484	198099	1195
2485	198161	1115
2486	198225	1036
2487	198314	956
2488	198378	876
2489	198444	796
2490	198538	717
2491	198602	637
2492	198665	557
2493	198758	478
2494	198821	398
2495	198886	318
2496	198984	239
2497	199049	159
2498	199113	79
2499	199201	0
