iter	Passed	Remaining
394	38138	203242
395	38206	202994
396	38306	202915
397	38371	202655
398	38433	202378
399	38521	202238
400	38586	201979
401	38648	201705
402	38735	201558
403	38798	201293
404	38866	201051
405	38956	200922
406	39021	200667
407	39084	200404
408	39176	200287
409	39240	200031
410	39306	199786
411	39395	199655
412	39459	199396
413	39520	199132
414	39606	198988
415	39671	198737
416	39733	198479
417	39818	198328
418	39880	198071
419	39945	197825
420	40035	197706
421	40108	197503
422	40172	197255
423	40267	197160
424	40334	196927
425	40399	196688
426	40496	196600
427	40559	196351
428	40627	196131
429	40716	196007
430	40782	195775
431	40846	195532
432	40937	195423
433	40999	195174
434	41064	194940
435	41152	194813
436	41237	194675
437	41303	194447
438	41397	194353
439	41464	194130
440	41526	193883
441	41613	193755
442	41676	193516
443	41737	193269
444	41823	193141
445	41886	192902
446	41949	192668
447	42037	192546
448	42100	192313
449	42166	192091
450	42259	191993
451	42324	191770
452	42389	191548
453	42479	191436
454	42543	191213
455	42607	190987
456	42695	190869
457	42758	190640
458	42820	190408
459	42913	190310
460	42977	190090
461	43051	189913
462	43141	189803
463	43203	189574
464	43266	189349
465	43355	189240
466	43419	189017
467	43483	188800
468	43570	188681
469	43633	188460
470	43697	188243
471	43786	188135
472	43850	187915
473	43913	187698
474	44003	187593
475	44066	187373
476	44133	187172
477	44225	187078
478	44293	186882
479	44358	186675
480	44452	186587
481	44517	186383
482	44579	186162
483	44669	186062
484	44732	185848
485	44796	185638
486	44881	185516
487	44944	185304
488	45006	185087
489	45094	184979
490	45157	184769
491	45219	184552
492	45306	184443
493	45373	184249
494	45436	184041
495	45527	183945
496	45590	183736
497	45653	183530
498	45748	183454
499	45814	183257
500	45879	183061
501	45968	182959
502	46037	182778
503	46102	182582
504	46193	182488
505	46258	182292
506	46325	182103
507	46424	182042
508	46489	181848
509	46555	181655
510	46788	182117
511	46986	182440
512	47109	182468
513	47269	182639
514	47364	182559
515	47437	182396
516	47528	182299
517	47596	182117
518	47678	181985
519	47766	181881
520	47833	181694
521	47901	181511
522	47999	181442
523	48064	181250
524	48128	181055
525	48234	181018
526	48310	180867
527	48383	180703
528	48481	180635
529	48557	180486
530	48661	180440
531	48769	180409
532	48835	180225
533	48913	180081
534	49003	179983
535	49067	179793
536	49134	179611
537	49226	179519
538	49296	179351
539	49361	179162
540	49448	179056
541	49515	178875
542	49582	178696
543	49669	178592
544	49735	178408
545	49804	178237
546	49912	178208
547	49997	178093
548	50062	177908
549	50162	177850
550	50230	177675
551	50297	177498
552	50389	177409
553	50456	177235
554	50519	177045
555	50608	176947
556	50671	176760
557	50737	176580
558	50823	176473
559	50886	176285
560	50949	176098
561	51035	175991
562	51100	175809
563	51168	175642
564	51263	175565
565	51327	175382
566	51390	175199
567	51476	175092
568	51538	174906
569	51600	174716
570	51689	174621
571	51752	174438
572	51814	174252
573	51905	174163
574	51967	173979
575	52031	173798
576	52122	173713
577	52186	173532
578	52254	173367
579	52341	173267
580	52409	173103
581	52472	172925
582	52558	172821
583	52621	172640
584	52684	172462
585	52772	172364
586	52837	172193
587	52902	172022
588	52993	171935
589	53056	171757
590	53122	171591
591	53214	171510
592	53281	171344
593	53349	171184
594	53435	171084
595	53499	170910
596	53562	170735
597	53654	170654
598	53717	170477
599	53781	170307
600	53870	170215
601	53949	170093
602	54012	169921
603	54103	169834
604	54168	169668
605	54232	169500
606	54323	169413
607	54387	169245
608	54452	169078
609	54540	168985
610	54602	168812
611	54668	168651
612	54761	168571
613	54825	168405
614	54887	168233
615	54978	168147
616	55047	167998
617	55112	167833
618	55203	167749
619	55268	167588
620	55335	167433
621	55423	167338
622	55483	167163
623	55547	166999
624	55633	166901
625	55696	166734
626	55761	166573
627	55850	166482
628	55913	166318
629	55974	166147
630	56064	166060
631	56140	165933
632	56207	165782
633	56303	165712
634	56369	165558
635	56449	165442
636	56541	165364
637	56608	165211
638	56674	165057
639	56761	164962
640	56826	164805
641	56891	164648
642	56981	164563
643	57044	164402
644	57110	164248
645	57206	164179
646	57273	164030
647	57343	163889
648	57427	163788
649	57491	163630
650	57556	163473
651	57644	163385
652	57711	163236
653	57775	163079
654	57875	163024
655	57941	162873
656	58006	162719
657	58099	162642
658	58165	162491
659	58231	162342
660	58322	162262
661	58389	162113
662	58452	161957
663	58542	161874
664	58605	161716
665	58670	161564
666	58759	161479
667	58823	161323
668	58886	161168
669	58980	161096
670	59045	160944
671	59111	160798
672	59203	160719
673	59276	160592
674	59341	160440
675	59428	160350
676	59494	160205
677	59558	160052
678	59647	159967
679	59715	159825
680	59784	159689
681	59877	159613
682	59942	159467
683	60007	159319
684	60097	159236
685	60166	159098
686	60232	158954
687	60328	158887
688	60395	158746
689	60462	158603
690	60548	158512
691	60629	158408
692	60694	158260
693	60782	158175
694	60847	158027
695	60913	157885
696	61004	157805
697	61069	157661
698	61138	157526
699	61231	157452
700	61299	157315
701	61374	157195
702	61461	157107
703	61527	156965
704	61593	156823
705	61996	157539
706	62097	157484
707	62235	157523
708	62359	157526
709	62429	157391
710	62501	157265
711	62606	157220
712	62701	157149
713	62781	157042
714	62892	157012
715	62985	156934
716	63071	156843
717	63185	156818
718	63250	156673
719	63321	156544
720	63407	156451
721	63471	156305
722	63534	156155
723	63623	156071
724	63687	155924
725	63751	155779
726	63841	155696
727	63907	155555
728	63972	155412
729	64062	155329
730	64130	155194
731	64195	155051
732	64285	154968
733	64349	154825
734	64410	154673
735	64500	154590
736	64563	154443
737	64627	154300
738	64716	154215
739	64780	154072
740	64842	153924
741	64926	153829
742	64990	153684
743	65054	153542
744	65144	153460
745	65207	153316
746	65275	153182
747	65360	153090
748	65422	152943
749	65484	152798
750	65570	152707
751	65635	152567
752	65696	152420
753	65793	152353
754	65857	152214
755	65919	152068
756	66008	151986
757	66076	151853
758	66142	151717
759	66242	151661
760	66306	151521
761	66369	151378
762	66469	151320
763	66532	151178
764	66594	151034
765	66678	150941
766	66742	150800
767	66803	150656
768	66892	150573
769	66954	150430
770	67017	150290
771	67115	150227
772	67181	150093
773	67247	149960
774	67363	149937
775	67426	149797
776	67488	149656
777	67583	149587
778	67648	149451
779	67709	149308
780	67804	149240
781	67868	149101
782	67933	148968
783	68022	148886
784	68090	148758
785	68156	148625
786	68243	148541
787	68309	148408
788	68373	148272
789	68460	148186
790	68523	148049
791	68586	147912
792	68673	147824
793	68736	147688
794	68802	147557
795	68890	147473
796	68953	147338
797	69017	147202
798	69109	147128
799	69178	147004
800	69244	146874
801	69335	146798
802	69398	146662
803	69477	146559
804	69561	146467
805	69622	146328
806	69706	146236
807	69799	146165
808	69863	146030
809	69924	145892
810	70011	145807
811	70074	145671
812	70139	145541
813	70230	145465
814	70296	145336
815	70358	145199
816	70443	145112
817	70507	144979
818	70570	144846
819	70656	144760
820	70717	144622
821	70781	144489
822	70867	144403
823	70929	144268
824	70993	144138
825	71081	144056
826	71148	143930
827	71220	143816
828	71315	143749
829	71383	143626
830	71444	143491
831	71532	143408
832	71596	143279
833	71662	143153
834	71748	143068
835	71814	142942
836	71881	142819
837	71972	142743
838	72038	142616
839	72104	142493
840	72196	142418
841	72263	142295
842	72333	142178
843	72422	142099
844	72486	141970
845	72551	141843
846	72637	141758
847	72700	141629
848	72763	141499
849	72852	141419
850	72915	141290
851	72979	141162
852	73071	141088
853	73138	140966
854	73204	140843
855	73296	140771
856	73364	140650
857	73428	140523
858	73518	140446
859	73586	140327
860	73649	140199
861	73742	140127
862	73808	140004
863	73870	139874
864	73956	139791
865	74019	139662
866	74086	139541
867	74180	139473
868	74243	139346
869	74310	139225
870	74393	139135
871	74458	139012
872	74521	138884
873	74609	138803
874	74673	138678
875	74734	138549
876	74821	138466
877	74884	138340
878	74948	138215
879	75038	138139
880	75102	138013
881	75165	137887
882	75252	137806
883	75318	137685
884	75382	137562
885	75473	137487
886	75537	137364
887	75601	137239
888	75689	137160
889	75752	137034
890	75814	136907
891	75903	136830
892	75967	136707
893	76029	136581
894	76120	136506
895	76184	136384
896	76250	136265
897	76352	136209
898	76416	136087
899	76479	135963
900	76565	135880
901	76806	136071
902	76988	136157
903	77190	136278
904	77301	136238
905	77377	136136
906	77470	136063
907	77536	135945
908	77633	135879
909	77724	135803
910	77792	135688
911	77856	135565
912	77940	135478
913	78005	135357
914	78084	135261
915	78191	135213
916	78267	135110
917	78341	135007
918	78441	134946
919	78513	134838
920	78602	134759
921	78698	134692
922	78760	134566
923	78823	134443
924	78913	134366
925	78975	134240
926	79044	134128
927	79133	134049
928	79198	133930
929	79267	133816
930	79355	133737
931	79421	133618
932	79482	133493
933	79570	133411
934	79632	133288
935	79695	133166
936	79783	133086
937	79844	132961
938	79908	132840
939	79995	132757
940	80073	132660
941	80139	132544
942	80248	132499
943	80321	132394
944	80383	132271
945	80469	132188
946	80535	132071
947	80600	131953
948	80685	131869
949	80748	131747
950	80811	131626
951	80897	131544
952	80960	131423
953	81033	131318
954	81132	131255
955	81204	131149
956	81267	131030
957	81361	130960
958	81427	130843
959	81490	130724
960	81574	130638
961	81639	130521
962	81703	130403
963	81789	130320
964	81866	130222
965	81930	130105
966	82021	130029
967	82087	129916
968	82152	129799
969	82244	129726
970	82308	129607
971	82370	129487
972	82458	129407
973	82520	129287
974	82582	129167
975	82671	129090
976	82734	128971
977	82796	128851
978	82883	128770
979	82948	128654
980	83012	128538
981	83105	128465
982	83171	128352
983	83236	128238
984	83327	128163
985	83394	128052
986	83458	127936
987	83546	127856
988	83611	127741
989	83673	127623
990	83758	127538
991	83820	127421
992	83882	127301
993	83968	127220
994	84032	127104
995	84097	126990
996	84187	126914
997	84254	126804
998	84318	126688
999	84401	126602
1000	84463	126484
1001	84528	126371
1002	84620	126297
1003	84683	126181
1004	84747	126067
1005	84834	125987
1006	84898	125871
1007	84961	125756
1008	85049	125678
1009	85115	125566
1010	85180	125453
1011	85270	125377
1012	85337	125268
1013	85399	125151
1014	85485	125070
1015	85548	124954
1016	85609	124836
1017	85694	124753
1018	85757	124639
1019	85818	124521
1020	85905	124440
1021	85969	124327
1022	86032	124213
1023	86122	124137
1024	86187	124025
1025	86254	123917
1026	86338	123833
1027	86414	123737
1028	86478	123624
1029	86571	123554
1030	86636	123442
1031	86699	123328
1032	86784	123246
1033	86847	123131
1034	86908	123014
1035	86995	122935
1036	87061	122825
1037	87126	122715
1038	87222	122648
1039	87285	122535
1040	87348	122422
1041	87433	122339
1042	87495	122225
1043	87559	122113
1044	87644	122030
1045	87708	121919
1046	87769	121804
1047	87857	121726
1048	87921	121614
1049	87983	121500
1050	88072	121424
1051	88138	121316
1052	88203	121206
1053	88294	121133
1054	88360	121023
1055	88421	120909
1056	88506	120827
1057	88569	120715
1058	88637	120610
1059	88723	120530
1060	88788	120421
1061	88850	120308
1062	88935	120226
1063	88999	120115
1064	89065	120008
1065	89158	119937
1066	89223	119828
1067	89288	119720
1068	89374	119639
1069	89436	119526
1070	89499	119416
1071	89584	119334
1072	89645	119220
1073	89708	119110
1074	89798	119035
1075	89861	118924
1076	89924	118813
1077	90014	118739
1078	90075	118626
1079	90138	118515
1080	90229	118442
1081	90291	118330
1082	90354	118220
1083	90441	118141
1084	90504	118031
1085	90566	117920
1086	90655	117843
1087	90719	117734
1088	90785	117628
1089	90872	117550
1090	90938	117445
1091	91001	117335
1092	91093	117262
1093	91162	117160
1094	91226	117052
1095	91321	116985
1096	91386	116878
1097	91449	116769
1098	91538	116692
1099	91749	116772
1100	91940	116825
1101	92102	116841
1102	92202	116778
1103	92298	116710
1104	92395	116643
1105	92463	116541
1106	92533	116440
1107	92639	116385
1108	92708	116283
1109	92776	116179
1110	92865	116103
1111	92930	115995
1112	92993	115887
1113	93090	115820
1114	93162	115721
1115	93235	115625
1116	93336	115563
1117	93399	115454
1118	93462	115345
1119	93549	115265
1120	93617	115164
1121	93693	115070
1122	93791	115004
1123	93864	114909
1124	93939	114814
1125	94042	114754
1126	94135	114683
1127	94215	114595
1128	94310	114525
1129	94374	114418
1130	94435	114308
1131	94520	114226
1132	94581	114115
1133	94646	114009
1134	94734	113931
1135	94798	113824
1136	94862	113718
1137	94952	113642
1138	95015	113534
1139	95082	113431
1140	95168	113351
1141	95234	113247
1142	95297	113140
1143	95385	113061
1144	95446	112951
1145	95509	112844
1146	95596	112765
1147	95658	112657
1148	95720	112548
1149	95809	112471
1150	95882	112377
1151	95944	112268
1152	96042	112201
1153	96106	112096
1154	96172	111992
1155	96264	111920
1156	96328	111814
1157	96391	111708
1158	96477	111627
1159	96545	111526
1160	96610	111422
1161	96698	111344
1162	96762	111239
1163	96827	111134
1164	96917	111060
1165	96982	110955
1166	97051	110856
1167	97140	110779
1168	97206	110677
1169	97272	110574
1170	97359	110495
1171	97424	110391
1172	97487	110286
1173	97576	110210
1174	97639	110104
1175	97717	110015
1176	97806	109938
1177	97869	109833
1178	97934	109729
1179	98028	109658
1180	98091	109553
1181	98155	109448
1182	98245	109373
1183	98310	109270
1184	98377	109169
1185	98468	109096
1186	98533	108992
1187	98597	108888
1188	98688	108814
1189	98751	108709
1190	98817	108607
1191	98907	108532
1192	98971	108428
1193	99039	108329
1194	99133	108258
1195	99199	108156
1196	99264	108054
1197	99352	107977
1198	99415	107873
1199	99483	107774
1200	99570	107695
1201	99635	107592
1202	99701	107492
1203	99787	107412
1204	99851	107309
1205	99915	107206
1206	100005	107131
1207	100075	107034
1208	100143	106935
1209	100239	106866
1210	100306	106767
1211	100369	106662
1212	100459	106587
1213	100526	106488
1214	100590	106385
1215	100675	106305
1216	100741	106204
1217	100803	106100
1218	100890	106021
1219	100954	105919
1220	101020	105819
1221	101120	105754
1222	101188	105656
1223	101255	105556
1224	101340	105477
1225	101404	105374
1226	101468	105272
1227	101557	105196
1228	101620	105093
1229	101683	104989
1230	101769	104911
1231	101835	104810
1232	101899	104709
1233	101992	104637
1234	102059	104538
1235	102126	104440
1236	102236	104384
1237	102302	104286
1238	102370	104187
1239	102457	104110
1240	102520	104007
1241	102582	103904
1242	102695	103852
1243	102757	103748
1244	102824	103650
1245	102915	103576
1246	102981	103477
1247	103047	103377
1248	103142	103307
1249	103208	103208
1250	103274	103109
1251	103362	103032
1252	103429	102933
1253	103495	102835
1254	103582	102756
1255	103649	102658
1256	103752	102597
1257	103852	102531
1258	103916	102430
1259	103979	102329
1260	104073	102258
1261	104140	102160
1262	104211	102065
1263	104298	101987
1264	104373	101897
1265	104436	101796
1266	104524	101719
1267	104588	101619
1268	104651	101517
1269	104735	101436
1270	104798	101335
1271	104862	101235
1272	104954	101161
1273	105017	101060
1274	105083	100962
1275	105174	100888
1276	105241	100790
1277	105303	100689
1278	105393	100614
1279	105458	100515
1280	105522	100414
1281	105611	100339
1282	105673	100237
1283	105736	100136
1284	105827	100062
1285	105889	99961
1286	105953	99861
1287	106049	99792
1288	106115	99694
1289	106182	99597
1290	106278	99527
1291	106346	99431
1292	106408	99331
1293	106495	99252
1294	106625	99214
1295	106854	99268
1296	107006	99251
1297	107110	99188
1298	107207	99119
1299	107317	99062
1300	107384	98965
1301	107447	98864
1302	107542	98793
1303	107608	98695
1304	107676	98600
1305	107764	98522
1306	107830	98425
1307	107894	98325
1308	107987	98252
1309	108055	98156
1310	108123	98061
1311	108214	97987
1312	108276	97886
1313	108339	97786
1314	108426	97707
1315	108490	97608
1316	108553	97508
1317	108639	97429
1318	108702	97329
1319	108768	97232
1320	108856	97155
1321	108924	97059
1322	108990	96962
1323	109082	96888
1324	109148	96792
1325	109223	96703
1326	109325	96638
1327	109402	96550
1328	109477	96461
1329	109580	96397
1330	109666	96319
1331	109743	96231
1332	109836	96158
1333	109899	96059
1334	109964	95961
1335	110053	95885
1336	110118	95787
1337	110183	95689
1338	110270	95612
1339	110332	95511
1340	110394	95412
1341	110482	95334
1342	110544	95234
1343	110605	95134
1344	110696	95059
1345	110760	94960
1346	110823	94862
1347	110913	94786
1348	110980	94691
1349	111056	94604
1350	111145	94527
1351	111212	94431
1352	111274	94332
1353	111361	94253
1354	111424	94155
1355	111485	94055
1356	111572	93977
1357	111636	93880
1358	111699	93781
1359	111786	93703
1360	111847	93603
1361	111915	93509
1362	112012	93439
1363	112078	93343
1364	112145	93248
1365	112234	93172
1366	112296	93073
1367	112366	92981
1368	112452	92902
1369	112515	92804
1370	112579	92707
1371	112669	92631
1372	112732	92533
1373	112795	92436
1374	112885	92360
1375	112953	92266
1376	113019	92171
1377	113113	92099
1378	113177	92003
1379	113242	91907
1380	113330	91829
1381	113391	91730
1382	113454	91633
1383	113543	91556
1384	113607	91460
1385	113670	91362
1386	113759	91286
1387	113834	91199
1388	113898	91102
1389	113992	91030
1390	114057	90934
1391	114124	90840
1392	114209	90761
1393	114272	90664
1394	114335	90566
1395	114420	90487
1396	114485	90391
1397	114547	90294
1398	114634	90216
1399	114696	90118
1400	114761	90023
1401	114848	89945
1402	114912	89849
1403	114982	89758
1404	115071	89681
1405	115137	89587
1406	115201	89492
1407	115288	89414
1408	115351	89317
1409	115416	89223
1410	115502	89143
1411	115563	89046
1412	115632	88954
1413	115721	88877
1414	115782	88780
1415	115845	88684
1416	115935	88608
1417	116002	88515
1418	116069	88422
1419	116157	88345
1420	116221	88249
1421	116283	88152
1422	116371	88075
1423	116436	87981
1424	116502	87888
1425	116589	87810
1426	116654	87715
1427	116715	87618
1428	116814	87549
1429	116878	87454
1430	116944	87361
1431	117035	87286
1432	117102	87193
1433	117168	87100
1434	117257	87024
1435	117321	86929
1436	117384	86833
1437	117472	86756
1438	117535	86661
1439	117598	86565
1440	117687	86489
1441	117749	86392
1442	117815	86300
1443	117907	86225
1444	117983	86140
1445	118051	86048
1446	118145	85975
1447	118207	85880
1448	118273	85787
1449	118362	85710
1450	118426	85616
1451	118488	85520
1452	118577	85444
1453	118639	85348
1454	118702	85253
1455	118791	85177
1456	118854	85082
1457	118919	84989
1458	119009	84913
1459	119077	84822
1460	119143	84729
1461	119236	84656
1462	119301	84562
1463	119364	84468
1464	119449	84389
1465	119513	84295
1466	119576	84200
1467	119662	84122
1468	119727	84029
1469	119788	83933
1470	119875	83855
1471	119939	83762
1472	120006	83670
1473	120101	83598
1474	120168	83506
1475	120231	83412
1476	120317	83334
1477	120379	83239
1478	120443	83145
1479	120530	83068
1480	120591	82973
1481	120655	82879
1482	120743	82802
1483	120808	82709
1484	120868	82614
1485	120961	82540
1486	121025	82447
1487	121088	82353
1488	121179	82278
1489	121252	82190
1490	121320	82100
1491	121418	82030
1492	121487	81940
1493	121718	81960
1494	121945	81976
1495	122050	81910
1496	122162	81849
1497	122278	81791
1498	122347	81700
1499	122411	81607
1500	122518	81542
1501	122583	81450
1502	122648	81357
1503	122739	81282
1504	122803	81189
1505	122865	81094
1506	122959	81021
1507	123027	80930
1508	123093	80838
1509	123188	80766
1510	123256	80675
1511	123320	80582
1512	123406	80503
1513	123469	80410
1514	123534	80317
1515	123619	80238
1516	123683	80145
1517	123753	80056
1518	123850	79984
1519	123916	79893
1520	123979	79800
1521	124071	79725
1522	124136	79633
1523	124198	79539
1524	124286	79461
1525	124349	79368
1526	124418	79279
1527	124526	79214
1528	124606	79132
1529	124680	79045
1530	124787	78980
1531	124861	78894
1532	124948	78816
1533	125053	78749
1534	125122	78660
1535	125187	78568
1536	125272	78488
1537	125335	78396
1538	125401	78304
1539	125487	78226
1540	125551	78133
1541	125617	78042
1542	125708	77967
1543	125771	77874
1544	125840	77784
1545	125930	77708
1546	125997	77618
1547	126065	77528
1548	126158	77454
1549	126224	77363
1550	126287	77270
1551	126374	77192
1552	126437	77100
1553	126502	77008
1554	126590	76931
1555	126652	76837
1556	126728	76753
1557	126814	76674
1558	126879	76583
1559	126948	76494
1560	127039	76419
1561	127104	76327
1562	127169	76236
1563	127258	76159
1564	127319	76066
1565	127381	75973
1566	127470	75896
1567	127533	75804
1568	127598	75713
1569	127686	75635
1570	127752	75545
1571	127817	75454
1572	127909	75379
1573	127974	75288
1574	128038	75197
1575	128128	75120
1576	128191	75028
1577	128254	74936
1578	128337	74856
1579	128402	74765
1580	128463	74672
1581	128550	74595
1582	128619	74506
1583	128682	74414
1584	128771	74338
1585	128833	74245
1586	128899	74155
1587	128989	74079
1588	129056	73990
1589	129122	73900
1590	129212	73824
1591	129276	73732
1592	129337	73640
1593	129425	73563
1594	129491	73473
1595	129569	73390
1596	129656	73312
1597	129718	73220
1598	129782	73129
1599	129872	73053
1600	129939	72963
1601	130007	72875
1602	130095	72798
1603	130158	72706
1604	130222	72616
1605	130310	72539
1606	130374	72448
1607	130438	72357
1608	130527	72281
1609	130591	72190
1610	130655	72099
1611	130743	72022
1612	130807	71931
1613	130869	71840
1614	130963	71766
1615	131028	71676
1616	131093	71586
1617	131188	71512
1618	131252	71422
1619	131320	71334
1620	131409	71257
1621	131476	71169
1622	131539	71078
1623	131626	71000
1624	131689	70909
1625	131753	70819
1626	131839	70741
1627	131903	70650
1628	131976	70565
1629	132070	70491
1630	132139	70404
1631	132202	70313
1632	132291	70236
1633	132355	70146
1634	132420	70057
1635	132507	69979
1636	132570	69889
1637	132637	69800
1638	132726	69723
1639	132790	69634
1640	132856	69545
1641	132953	69472
1642	133021	69384
1643	133089	69297
1644	133181	69221
1645	133247	69133
1646	133311	69043
1647	133400	68966
1648	133465	68877
1649	133529	68787
1650	133621	68712
1651	133685	68623
1652	133750	68533
1653	133841	68457
1654	133905	68368
1655	133972	68280
1656	134065	68205
1657	134130	68116
1658	134195	68027
1659	134283	67950
1660	134349	67862
1661	134412	67772
1662	134502	67696
1663	134569	67608
1664	134633	67518
