column
ID
Возраст
Group
Только медикамент
Хирургия
РЙТ
Метод лечения
1-й_визит
Медикамент. гипотиреоз
Впервые
Рецидив
Длительность приема тирозола (мес.)
Отмена Тиамазола за 2 недели до РЙТ
"Доза 131I, Мбк"
Впервые_Рецидив
Медик_Радикал
Только_Медик
К патенту
V_ЩЖ
Рост
Вес
ИМТ
ТТГ_1
св.Т3_1
cв.Т4_1
Т3/Т4_1
АТ_ТПО_1
АТ_R_TTГ_1
Краевая резорбция коллоида
Дистр изменения стромы
Пролиф
П_Сандерсона
Сосоч. стр-ры
Склерот. измен.
Расстр. кровообращ.
Кровоизлияния
Фест фолликулы
Лимф фолликулы
Лимфоидн. инфильтрация
Аргирофильная сеть
Коллоид высокой/средней плотности
Коллоид жидкий/отсутствует
Площадь ядер кв мкм
L1_абс
п1
с1
э1
б1
м1
л1
Лимф1_абс
Нв1
Эр1
Тр1
СОЭ 1
CD3+
CD+_abs
Th
Th_abs
CD3+CD4-(Tcyt)
Tcyt_abs
CD4+/CD8+
T-reg
Treg_abs
Th_Treg
Expres T-reg_CD62L
T-regCD62L
CD3+CD45R0-
CD3+CD45R0+
Expres CD3+_CD25
CD3+CD25+
CD3+CD45R+CD62L-
CD3+CD45R+CD62L+
CD3+CD45R-CD62L-
CD3+CD45R-CD62L+
CD3+CD4+CD45R0+CD62L-
CD3+CD4+CD45R0+CD62L+
CD3+CD4+CD45R0-CD62L-
CD3+CD4+CD45R0-CD62L+
CD3+CD4-CD45R0+CD62L-
CD3+CD4-CD45R0+CD62L+
CD3+CD4-CD45R0-CD62L-
CD3+CD4-CD45R0-CD62L+
T-reg CD45R0+CD62L-
T-reg CD45R0+CD62L+
T-reg CD45R0-CD62L-
T-reg CD45R0-CD62L+
Expres CD3+CD4+CD25+
CD3+CD4+CD25+
Expres CD3+CD4-CD25+
CD3+CD4-CD25+
Expres CD3+CD45R0+CD62L-CD25+
CD3+CD45R0+CD62L-CD25+
Expres CD3+CD45R0+CD62L+CD25+
CD3+CD45R0+CD62L+CD25+
Expres CD3+CD45R0-CD62L-CD25+
CD3+CD45R0-CD62L-CD25+
Expres CD3+CD45R0-CD62L+CD25+
CD3+CD45R0-CD62L+CD25+
Exp CD3+CD4+CD45R0+CD62L-CD25+
CD3+CD4+CD45R0+CD62L-CD25+
Exp CD3+CD4+CD45R0+CD62L+CD25+
CD3+CD4+CD45R0+CD62L+CD25+
Exp CD3+CD4+CD45R0-CD62L-CD25+
CD3+CD4+CD45R0-CD62L-CD25+
Exp CD3+CD4+CD45R0-CD62L+CD25+
CD3+CD4+CD45R0-CD62L+CD25+
Expres CD3+CD4-CD45R0+CD62-CD25+
CD3+CD4-CD45R0+CD62L-CD25+
ExpresCD3+CD4-CD45R0+CD62L+CD25+
CD3+CD4-CD45R0+CD62L+CD25+
ExpresCD3+CD4-CD45R0-CD62L-CD25+
CD3+CD4-CD45R0-CD62L-CD25+
ExpresCD3+CD4-CD45R0-CD62L+CD25+
CD3+CD4-CD45R0-CD62L+CD25+
Expres Treg CD54R0+CD62L-CD25+
T-reg CD45R0+CD62L-CD25+
Expres Treg CD54R0+CD62L+CD25+
T-reg CD45R0+CD62L+CD25+
Expres Treg CD54R0-CD62L-CD25+
T-reg CD45R0-CD62L-CD25+
Expres Treg CD54R0-CD62L+CD25+
T-reg CD45R0-CD62L+CD25+
B-cells
Bcells_abs
CD19+CD5+
CD19+CD27+
CD19+CD23+
