feature,dtype,nonnull_count,nonnull_ratio,nunique,drop_reason,kept
NKT 8+57- exp 57_2,float64,52,0.8813559322033898,45,,True
NKT 8+57+ exp 57_2,float64,51,0.864406779661017,49,,True
NKT 8-57- exp 57_2,float64,52,0.8813559322033898,49,,True
NKT 8-57+ exp 57_2,float64,49,0.8305084745762712,46,,True
NKT 8+57-_2,float64,52,0.8813559322033898,51,,True
NKT 8+57+_2,float64,51,0.864406779661017,50,,True
NKT 8-57-_2,float64,52,0.8813559322033898,50,,True
NKT 8-57+_2,float64,49,0.8305084745762712,47,,True
Tcyt_2.1,float64,59,1.0,58,,True
Tcyt 38-73- exp CD73_2,float64,52,0.8813559322033898,49,,True
Tcyt 38-73- exp CD38_2,float64,52,0.8813559322033898,47,,True
Tcyt 38-73+ exp CD73_2,float64,38,0.6440677966101694,33,,True
Tcyt 38-73+ exp CD38_2,float64,38,0.6440677966101694,34,,True
Tcyt 38++73- exp CD73_2,float64,52,0.8813559322033898,45,,True
Tcyt 38++73- exp CD38_2,float64,52,0.8813559322033898,47,,True
Tcyt 38++73+ exp CD73_2,float64,35,0.5932203389830508,33,,True
Tcyt 38++73+ exp CD38_2,float64,35,0.5932203389830508,30,,True
Tcyt 38++73-_2,float64,52,0.8813559322033898,51,,True
Tcyt 38++73+_2,float64,51,0.864406779661017,34,,True
Tcyt 38+73-_2,float64,52,0.8813559322033898,51,,True
Tcyt 38+73+_2,float64,52,0.8813559322033898,38,,True
Tcyt 38-73-_2,float64,52,0.8813559322033898,51,,True
Tcyt 38-73+_2,float64,52,0.8813559322033898,38,,True
Tcyt 39+73- exp CD73_2,float64,51,0.864406779661017,46,,True
Tcyt 39+73- exp CD39_2,float64,51,0.864406779661017,49,,True
Tcyt 39+73+ exp CD73_2,float64,36,0.6101694915254238,35,,True
Tcyt 39+73+ exp CD39_2,float64,36,0.6101694915254238,33,,True
Tcyt 39-73- exp CD73_2,float64,52,0.8813559322033898,50,,True
Tcyt 39-73- exp CD39_2,float64,52,0.8813559322033898,48,,True
Tcyt 39-73+ exp CD73_2,float64,39,0.6610169491525424,37,,True
Tcyt 39-73+ exp CD39_2,float64,39,0.6610169491525424,33,,True
Tcyt 39+73-_2,float64,51,0.864406779661017,50,,True
Tcyt 39+73+_2,float64,52,0.8813559322033898,36,,True
Tcyt 39-73-_2,float64,52,0.8813559322033898,51,,True
Tcyt 39-73+_2,float64,52,0.8813559322033898,39,,True
Th_2_2,float64,59,1.0,57,,True
Th 38-39- exp CD39_2,float64,52,0.8813559322033898,48,,True
Th 38-39- exp CD38_2,float64,52,0.8813559322033898,50,,True
Th 38-39+ exp CD39_2,float64,50,0.847457627118644,48,,True
Th 38-39+ exp CD38_2,float64,50,0.847457627118644,47,,True
Th 38++39- exp CD39_2,float64,52,0.8813559322033898,48,,True
Th 38++39- exp CD38_2,float64,52,0.8813559322033898,43,,True
Th 38++39+ exp CD39_2,float64,49,0.8305084745762712,47,,True
Th 38++39+ exp CD38_2,float64,49,0.8305084745762712,45,,True
Th 38++39-_2,float64,52,0.8813559322033898,51,,True
Th 38++39+_2,float64,49,0.8305084745762712,47,,True
Th 38+39-_2,float64,52,0.8813559322033898,50,,True
Th 38+39+_2,float64,51,0.864406779661017,47,,True
Th 38-39-_2,float64,52,0.8813559322033898,51,,True
Th 38-39+_2,float64,50,0.847457627118644,49,,True
Th 39+73- exp CD73_2,float64,51,0.864406779661017,49,,True
Th 39+73- exp CD39_2,float64,51,0.864406779661017,49,,True
Th 39+73+ exp CD73_2,float64,33,0.559322033898305,32,,True
Th 39+73+ exp CD39_2,float64,33,0.559322033898305,32,,True
Th 39-73- exp CD73_2,float64,52,0.8813559322033898,49,,True
Th 39-73- exp CD39_2,float64,52,0.8813559322033898,46,,True
Th 39-73+ exp CD73_2,float64,37,0.6271186440677966,35,,True
Th 39-73+ exp CD39_2,float64,37,0.6271186440677966,36,,True
Th 39+73-_2,float64,51,0.864406779661017,50,,True
Th 39+73+_2,float64,50,0.847457627118644,31,,True
Th 39-73-_2,float64,52,0.8813559322033898,51,,True
Th 39-73+_2,float64,52,0.8813559322033898,36,,True
NK_2.1,float64,59,1.0,57,,True
NK 38+73- exp CD73_2,float64,52,0.8813559322033898,50,,True
NK 38+73- exp CD38_2,float64,52,0.8813559322033898,45,,True
NK 38+73+ exp CD73_2,float64,36,0.6101694915254238,33,,True
NK 38+73+ exp CD38_2,float64,36,0.6101694915254238,33,,True
NK 38-73- exp CD73_2,float64,52,0.8813559322033898,50,,True
NK 38-73- exp CD38_2,float64,52,0.8813559322033898,46,,True
NK 38-73+ exp CD73_2,float64,30,0.5084745762711864,27,,True
NK 38-73+ exp CD38_2,float64,30,0.5084745762711864,27,,True
NK 38+73-_2,float64,52,0.8813559322033898,49,,True
NK 38+73+_2,float64,50,0.847457627118644,33,,True
NK 38-73-_2,float64,52,0.8813559322033898,51,,True
NK 38-73+_2,float64,47,0.7966101694915254,27,,True
NKT_2.1,float64,59,1.0,58,,True
NKT 38+73- exp CD73_2,float64,52,0.8813559322033898,49,,True
NKT 38+73- exp CD38_2,float64,52,0.8813559322033898,50,,True
NKT 38+73+ exp CD73_2,float64,31,0.5254237288135594,23,,True
NKT 38+73+ exp CD38_2,float64,31,0.5254237288135594,26,,True
NKT 38-73- exp CD73_2,float64,52,0.8813559322033898,50,,True
NKT 38-73- exp CD38_2,float64,52,0.8813559322033898,48,,True
NKT 38-73+ exp CD73_2,float64,35,0.5932203389830508,32,,True
NKT 38-73+ exp CD38_2,float64,35,0.5932203389830508,32,,True
NKT 38+73-_2,float64,52,0.8813559322033898,50,,True
NKT 38+73+_2,float64,47,0.7966101694915254,21,,True
NKT 38-73-_2,float64,52,0.8813559322033898,51,,True
NKT 38-73+_2,float64,51,0.864406779661017,34,,True
CD3+_2.1,float64,59,1.0,58,,True
CD3+_2.2,float64,59,1.0,58,,True
T+B+NK_2,float64,52,0.8813559322033898,50,,True
Monocytes_2,float64,52,0.8813559322033898,51,,True
Ne_2,float64,52,0.8813559322033898,51,,True
Mono CD14+CD16-_2,float64,52,0.8813559322033898,51,,True
Mono CD14+CD16+_2,float64,52,0.8813559322033898,50,,True
Mono CD14-CD16+_2,float64,52,0.8813559322033898,50,,True
Mono CD64+_2,float64,52,0.8813559322033898,50,,True
Expres Mono CD64+_2,float64,52,0.8813559322033898,44,,True
Mono CD64-_2,float64,52,0.8813559322033898,51,,True
Mono CD195+_2,float64,52,0.8813559322033898,50,,True
Expres Mono CD195+_2,float64,52,0.8813559322033898,50,,True
Mono CD195-_2,float64,52,0.8813559322033898,51,,True
Mono CD184+_2,float64,52,0.8813559322033898,51,,True
Expres Mono CD184+_2,float64,52,0.8813559322033898,46,,True
Mono CD184-_2,float64,52,0.8813559322033898,51,,True
Mono HLA-DR+_2,float64,52,0.8813559322033898,47,,True
Expres Mono HLA-DR+_2,float64,52,0.8813559322033898,49,,True
Mono HLA-DR-_2,float64,51,0.864406779661017,50,,True
Ne 64+_2,float64,52,0.8813559322033898,50,,True
Expres Ne 64+_2,float64,52,0.8813559322033898,42,,True
Ne 64-_2,float64,52,0.8813559322033898,48,,True
Expres CD14+CD16-CD64+_2,float64,52,0.8813559322033898,45,,True
CD14+CD16-CD64+_2,float64,52,0.8813559322033898,51,,True
Expres CD14+CD16-CD64-_2,float64,46,0.7796610169491526,40,,True
CD14+CD16-CD64-_2,float64,49,0.8305084745762712,40,,True
Expres CD14+CD16-CD195+_2,float64,44,0.7457627118644068,38,,True
CD14+CD16-CD195+_2,float64,52,0.8813559322033898,36,,True
CD14+CD16-CD195-_2,float64,52,0.8813559322033898,51,,True
Expres CD14+CD16-CD184+_2,float64,52,0.8813559322033898,49,,True
CD14+CD16-CD184+_2,float64,52,0.8813559322033898,51,,True
CD14+CD16-CD184-_2,float64,52,0.8813559322033898,50,,True
Expres CD14+CD16-HLA-DR+_2,float64,52,0.8813559322033898,48,,True
CD14+CD16-HLA-DR+_2,float64,52,0.8813559322033898,51,,True
CD14+CD16-HLA-DR-_2,float64,51,0.864406779661017,46,,True
Expres CD14+CD16+CD64+_2,float64,52,0.8813559322033898,46,,True
CD14+CD16+CD64+_2,float64,52,0.8813559322033898,51,,True
CD14+CD16+CD64-_2,float64,52,0.8813559322033898,43,,True
Expres CD14+CD16+CD195+_2,float64,50,0.847457627118644,46,,True
CD14+CD16+CD195+_2,float64,50,0.847457627118644,43,,True
CD14+CD16+CD195-_2,float64,52,0.8813559322033898,50,,True
Expres CD14+CD16+CD184+_2,float64,52,0.8813559322033898,47,,True
CD14+CD16+CD184+_2,float64,52,0.8813559322033898,50,,True
CD14+CD16+CD184-_2,float64,51,0.864406779661017,41,,True
Expres CD14+CD16+HLA-DR+_2,float64,52,0.8813559322033898,48,,True
CD14+CD16+HLA-DR+_2,float64,52,0.8813559322033898,50,,True
CD14+CD16+HLA-DR-_2,float64,47,0.7966101694915254,29,,True
Expres CD14-CD16+CD64+_2,float64,52,0.8813559322033898,47,,True
CD14-CD16+CD64+_2,float64,52,0.8813559322033898,45,,True
CD14-CD16+CD64-_2,float64,52,0.8813559322033898,50,,True
Expres CD14-CD16+CD195+_2,float64,42,0.711864406779661,40,,True
CD14-CD16+CD195+_2,float64,52,0.8813559322033898,40,,True
CD14-CD16+CD195-_2,float64,50,0.847457627118644,45,,True
Expres CD14-CD16+CD184+_2,float64,48,0.8135593220338984,43,,True
CD14-CD16+CD184+_2,float64,50,0.847457627118644,47,,True
CD14-CD16+CD184-_2,float64,52,0.8813559322033898,50,,True
Expres CD14-CD16+HLA-DR_2,float64,52,0.8813559322033898,46,,True
CD14-CD16+HLA-DR_2,float64,52,0.8813559322033898,48,,True
CD14-CD16+HLA-DR-_2,float64,52,0.8813559322033898,21,,True
Mono CD45R0+CD62L-_2,float64,52,0.8813559322033898,51,,True
Mono CD45R0+CD62L+_2,float64,52,0.8813559322033898,51,,True
Mono CD45R0-CD62L-_2,float64,52,0.8813559322033898,51,,True
Mono CD45R0-CD62L+_2,float64,52,0.8813559322033898,51,,True
MonoCD25+_2,float64,52,0.8813559322033898,51,,True
EXP MonoCD25+_2,float64,52,0.8813559322033898,49,,True
Mono CD38+CD39-_2,float64,52,0.8813559322033898,50,,True
Mono CD38+CD39+_2,float64,52,0.8813559322033898,51,,True
Mono CD38-CD39-_2,float64,52,0.8813559322033898,50,,True
Mono CD38-CD39+_2,float64,52,0.8813559322033898,50,,True
Mon CD94+CD57-_2,float64,52,0.8813559322033898,51,,True
Mon CD94+CD57+_2,float64,52,0.8813559322033898,51,,True
Mon CD94-CD57-_2,float64,52,0.8813559322033898,50,,True
Mon CD94-CD57+_2,float64,52,0.8813559322033898,51,,True
Neut CD94+CD57-_2,float64,52,0.8813559322033898,48,,True
Neut CD94+CD57+_2,float64,52,0.8813559322033898,50,,True
Neut CD94-CD57-_2,float64,52,0.8813559322033898,48,,True
Neut CD94-CD57+_2,float64,51,0.864406779661017,45,,True
Ne CD62L-_2,float64,52,0.8813559322033898,51,,True
Ne CD62L+_2,float64,52,0.8813559322033898,50,,True
Expres Ne CD62L+_2,float64,52,0.8813559322033898,48,,True
sex,float64,53,0.8983050847457628,2,,True
